image_id,qa_id,task,qa_type,question,ground_truth,predicted,score,overall,model
House-Floor-Plans-12-page-1,ocr2,project_name,ocr_qa,What is the project name written in the title block?,HOUSE,3 HOUSE,0.0,0.0,OpenAI GPT-5.3
House-Floor-Plans-12-page-1,ocr3,scale_reading,ocr_qa,What is the drawing scale indicated at the bottom-left of the sheet?,"1/4"" = 1'-0""","**1/4"" = 1'-0""**",1.0,1.0,OpenAI GPT-5.3
House-Floor-Plans-12-page-1,sp1,stairs_location,spatial_qa,Where is the main stair located in relation to the 2nd floor plan layout?,The stair is located near the center-right side of the 2nd floor plan.,"The main stair is located **near the center-right side of the 2nd floor plan**, opening into the **hallway between the bathroom/storage area and Bedroom 4**.",1.0,1.0,OpenAI GPT-5.3
House-Floor-Plans-12-page-1,cnt1,window_schedule_count,counting_qa,How many window types are listed in the Window Schedule?,Nine (9),9 window types.,1.0,1.0,OpenAI GPT-5.3
House-Floor-Plans-12-page-1,cnt2,door_schedule_count,counting_qa,How many door types are listed in the Door Schedule?,Eighteen (18),12 door types.,0.0,0.0,OpenAI GPT-5.3
House-Floor-Plans-12-page-1,cnt3,bedroom_distribution,counting_qa,How many bedrooms are located on the 2nd floor?,Three (3) bedrooms.,3 bedrooms.,1.0,1.0,OpenAI GPT-5.3
House-Floor-Plans-12-page-1,cnt4,staircase_windows,counting_qa,How many small windows are located for the staircase on the second floor?,Two (2) windows,2 small windows.,1.0,1.0,OpenAI GPT-5.3
House-Floor-Plans-12-page-1,cmp1,floor_area_comparison,comparison_qa,Which level has the larger square footage: the 1st floor or the 2nd floor?,The 1st floor (914 square feet).,"The **1st floor** has the larger square footage.

- 1st Floor: **914 sq ft**  
- 2nd Floor: **906 sq ft**",1.0,1.0,OpenAI GPT-5.3
House-Floor-Plans-12-page-1,cmp2,more_bedrooms,comparison_qa,Which floor plan has more bedrooms?,The 2nd floor.,"The **second floor plan** has more bedrooms.

- **1st floor:** 1 bedroom (Bedroom 1)  
- **2nd floor:** 3 bedrooms (Bedroom 2, Bedroom 3, Bedroom 4)

**Answer:** Second floor plan.",1.0,1.0,OpenAI GPT-5.3
House-Floor-Plans-12-page-3,ocr1,sheet_number,ocr_qa,What is the sheet number shown in the title block?,A201,A201,1.0,1.0,OpenAI GPT-5.3
House-Floor-Plans-12-page-3,ocr2,sheet_title,ocr_qa,What is the sheet title printed in the title block?,ELEVATIONS,ELEVATIONS,1.0,1.0,OpenAI GPT-5.3
House-Floor-Plans-12-page-3,ocr3,slope_reading,ocr_qa,What is the slope of the roof shown on the Front elevation?,6.0/12,8:12 (rise:run).,0.0,0.0,OpenAI GPT-5.3
House-Floor-Plans-12-page-3,sp1,entry_location_front,spatial_qa,Where is the main entry door located on the Front elevation?,Centered under the small gable roof.,"Centered on the front façade, beneath the small gabled porch.",1.0,1.0,OpenAI GPT-5.3
House-Floor-Plans-12-page-3,cnt1,elevation_count,counting_qa,How many building elevations are shown on this sheet?,Four (4),"4 building elevations are shown (Front, Right, Rear, and Left).",1.0,1.0,OpenAI GPT-5.3
House-Floor-Plans-12-page-3,cnt2,front_windows,counting_qa,How many windows are shown on the Front elevation?,Four (4) windows.,4 windows.,1.0,1.0,OpenAI GPT-5.3
House-Floor-Plans-12-page-3,cnt3,rear_windows,counting_qa,How many windows are shown on the Rear elevation?,Three (3) windows.,2 windows.,0.0,0.0,OpenAI GPT-5.3
House-Floor-Plans-12-page-3,cnt4,right_elevation_windows,counting_qa,How many windows appear on the Right elevation?,Three (3) windows.,3 windows.,1.0,1.0,OpenAI GPT-5.3
House-Floor-Plans-12-page-3,cnt5,gable_roof_count,counting_qa,How many gable roofs does the building have?,Three (3) gable roofs.,2,0.0,0.0,OpenAI GPT-5.3
House-Floor-Plans-12-page-3,cnt6,left_elevation_windows,counting_qa,How many windows appear on the left elevation?,Two (2) windows.,2 windows.,1.0,1.0,OpenAI GPT-5.3
House-Floor-Plans-12-page-3,cmp1,roof_slope_consistency,comparison_qa,Does the roof slope identically in the Front and Rear elevations?,Yes.,"Yes. The Front and Rear elevations both show the same gable roof with the same pitch (labeled 6:12), so the roof slope is identical in both views.",1.0,1.0,OpenAI GPT-5.3
House-Floor-Plans-12-page-3,cmp2,more_window,comparison_qa,Which view has more windows? the Front or Rear view?,The Front view.,Front view.,1.0,1.0,OpenAI GPT-5.3
House-Floor-Plans-12-page-4,ocr1,roof_insulation_type,ocr_qa,What insulation type is noted inside the roof assembly on the wall section view?,R-38 Batt Insulation.,R-38 batt insulation.,1.0,1.0,OpenAI GPT-5.3
House-Floor-Plans-12-page-4,ocr2,sheet_number,ocr_qa,What is the sheet number in the title block?,A302,A302,1.0,1.0,OpenAI GPT-5.3
House-Floor-Plans-12-page-4,ocr3,sheet_title,ocr_qa,What is the sheet title printed at the bottom of the page?,BUILDING SECTIONS,BUILDING SECTIONS,1.0,1.0,OpenAI GPT-5.3
House-Floor-Plans-12-page-4,ocr4,porch_floor,ocr_qa,"According to the section view - porch detail, what is the max rise and min run of the stairs?","Max rise: 7'-3/4"", Min run: 10"".","Max rise: **7 3/4 inches**  
Min run: **10 inches**",0.0,0.0,OpenAI GPT-5.3
House-Floor-Plans-12-page-4,sp1,crawlspace_location,spatial_qa,Where is the crawlspace shown in the bottom-right building section?,"Below the first floor, at the bottom left portion of the section.","In the bottom-right building section, the **crawlspace is the area directly beneath the main floor structure**, between the **foundation walls/footings and the underside of the first-floor framing**, labeled “CRAWL SPACE.” It runs along the bottom of the section under the house floor.",1.0,1.0,OpenAI GPT-5.3
House-Floor-Plans-12-page-4,cnt1,section_count,counting_qa,How many building sections are shown on this sheet? and what are the section names?,"Four (4) sections. 1-Building Section, 2-Wall Section, 3-Typ Porch - Flashing detail, and 4-Section view - porch","3 sections are shown:

- Building Section  
- Wall Section  
- Section View – Porch",0.0,0.0,OpenAI GPT-5.3
House-Floor-Plans-12-page-4,cmp1,roof_pitch_view,comparison_qa,Which view provides the most detailed information about the roof pitch?,The wall section view,"The **Wall Section view (left side of the sheet, labeled “Wall Section”)** provides the most detailed information about the **roof pitch**, showing the roof slope along with construction layers and connection details.",1.0,1.0,OpenAI GPT-5.3
House-Floor-Plans-12-page-4,cmp2,section_for_stairs,comparison_qa,Which view gives better information about the section view of the stairs?,The building section view.,"The **Building Section view (bottom-right of the sheet)** provides the best information about the **stairs section**, as it clearly shows the stair profile, levels, and their relationship between floors.",1.0,1.0,OpenAI GPT-5.3
House-Floor-Plans-12-page-5,ocr1,living_area,ocr_qa,What is the living area square footage of the first floor?,846 square feet.,864 square feet.,0.0,0.0,OpenAI GPT-5.3
House-Floor-Plans-12-page-5,ocr2,sheet_title,ocr_qa,What is the sheet title printed at the bottom-left of the page?,COVER SHEET,COVER SHEET,1.0,1.0,OpenAI GPT-5.3
House-Floor-Plans-12-page-5,ocr3,sheet_number,ocr_qa,What is the sheet number shown in the title block?,G001,G001,1.0,1.0,OpenAI GPT-5.3
House-Floor-Plans-12-page-5,ocr4,deck_area,ocr_qa,"According to the 'Deck Square Footage' table, what is the front porch area?",84 square feet.,84 square feet.,1.0,1.0,OpenAI GPT-5.3
House-Floor-Plans-12-page-5,ocr5,abbreviation_column,ocr_qa,"According to the abbreviation column, what is 'IRC' stand for?",International Residential Code.,**IRC** stands for **International Residential Code**.,1.0,1.0,OpenAI GPT-5.3
House-Floor-Plans-12-page-5,sp1,map_orientation,spatial_qa,Which side of the sheet contains the location map?,Bottom-right quadrant.,Right side of the sheet (bottom-right area).,1.0,1.0,OpenAI GPT-5.3
House-Floor-Plans-12-page-5,sp2,rendering_position,spatial_qa,Where is the exterior rendering of the house located on the sheet?,Upper-right quadrant.,The exterior rendering of the house is located in the **upper right area of the sheet**.,1.0,1.0,OpenAI GPT-5.3
House-Floor-Plans-12-page-5,sp3,legend_location,spatial_qa,Where is the symbol legend located on the sheet with respect to the sheet list table?,Directly on the left side of the sheet list table.,The **symbol legend is located directly to the left of the sheet list table** on the sheet.,1.0,1.0,OpenAI GPT-5.3
House-Floor-Plans-12-page-5,cnt1,count_abbreviations,counting_qa,How many abbreviation columns are shown on the left side of the sheet?,Three (3) columns.,4,0.0,0.0,OpenAI GPT-5.3
House-Floor-Plans-12-page-5,cnt2,sheet_count,counting_qa,"According to the Sheet List, how many sheets are included in this drawing set?",Eight (8) sheets.,7 sheets.,0.0,0.0,OpenAI GPT-5.3
House-Floor-Plans-12-page-5,cmp1,larger_porch,comparison_qa,"Which porch, front or back, has more deck square footage size?",The front porch,"The **front porch** has more deck square footage.

- Front porch: **84 sq ft**  
- Rear porch: **32 sq ft**  

**Answer: Front porch.**",1.0,1.0,OpenAI GPT-5.3
Rinker_009-1,ocr1,sheet_title,ocr_qa,What is the sheet title printed in the title block on the lower right?,MECHANICAL LEVEL & FIRST FLOOR PLAN,MECHANICAL LEVEL & FIRST FLOOR PLAN,1.0,1.0,OpenAI GPT-5.3
Rinker_009-1,ocr2,sheet_number,ocr_qa,What is the sheet number?,A102,A102,1.0,1.0,OpenAI GPT-5.3
Rinker_009-1,ocr3,client_name,ocr_qa,What is the building name indicated near the title block?,"M.E. RINKER, SR. HALL School of Building Construction",**J.M.E. Pinker’s Hall**,0.0,0.0,OpenAI GPT-5.3
Rinker_009-1,ocr4,university_name,ocr_qa,Which university is shown on the cover column?,UNIVERSITY OF FLORIDA – GAINESVILLE,University of Florida.,1.0,1.0,OpenAI GPT-5.3
Rinker_009-1,ocr5,scale_first_floor,ocr_qa,What is the drawing scale for the first floor plan?,"1/8"" = 1'-0""","The drawing scale for the **First Floor Plan** is **1/8"" = 1'-0""**.",1.0,1.0,OpenAI GPT-5.3
Rinker_009-1,sp1,count_grid_columns,spatial_qa,Which room on the first floor plan is located inside the veritical grid G and I horizontally and grid 1 and 2 vertically?,The Structures Studio (0140),Storage.,0.0,0.0,OpenAI GPT-5.3
Rinker_009-1,sp2,room_orientation,spatial_qa,"In the first floor plan, is the M.E.P Studio room located north or south of the central corridor?",South of the central corridor,South of the central corridor.,1.0,1.0,OpenAI GPT-5.3
Rinker_009-1,sp3,mech_vs_floor_location,spatial_qa,Which half of the sheet contains the mechanical level plan?,The upper half of the sheet.,The **top half** of the sheet contains the mechanical level plan.,1.0,1.0,OpenAI GPT-5.3
Rinker_009-1,sp4,mech_vs_floor_location,spatial_qa,Where is the soil and concrete lab located with respect to the structures studio on first floor?,The soil and concrete lab is located to the right of the structures studio.,"The **Soil and Concrete Lab** is located **directly north (above) of the Structures Studio**, across the corridor on the first floor plan.",0.0,0.0,OpenAI GPT-5.3
Rinker_009-1,cnt1,elevator_shaft,counting_qa,How many elevator shafts are shown in the building plan?,One (1) elevator shaft.,2 elevator shafts.,0.0,0.0,OpenAI GPT-5.3
Rinker_009-1,cmp1,largest_room,comparison_qa,"Which room is largest? The Structures studio, M.E.P studio, or the soil and concrete lab?",The M.E.P studio,"The **Structures Studio** is the largest room.

From the plan, the Structures Studio spans more grid bays and has a visibly larger floor area than both the **M.E.P Studio** and the **Soil & Concrete Lab**, which occupy smaller single-room sections.",0.0,0.0,OpenAI GPT-5.3
Rinker_051-1,ocr1,column_size_lookup,ocr_qa,"According to the column size schedule, what is the cross-section of C2 on the second floor?",W12×79 column section.,16 in × 16 in.,0.0,0.0,OpenAI GPT-5.3
Rinker_051-1,ocr2,sheet_title,ocr_qa,What is the sheet title printed in the title block?,FOUNDATION SLAB-ON-GRADE PLAN,FOUNDATION SLAB-ON-GRADE PLAN,1.0,1.0,OpenAI GPT-5.3
Rinker_051-1,ocr3,drawing_number,ocr_qa,What is the drawing number shown on this drawing?,S1.0,S1.0,1.0,1.0,OpenAI GPT-5.3
Rinker_051-1,ocr4,issued_date,ocr_qa,When was the issued date for this drawing?,11-21-01,The issued date shown in the title block (bottom-right corner) is **11-21-01**.,1.0,1.0,OpenAI GPT-5.3
Rinker_051-1,sp1,grid_zone_identification,spatial_qa,Which footing type is located at the intersection of gridlines C and 4?,Footing type F1.,F1/2 (Footing Type F1/2).,0.0,0.0,OpenAI GPT-5.3
Rinker_051-1,sp2,directional_relationship,spatial_qa,Is the cast-in-place concrete stair enclosure located east or west of the gridline labeled 'K'?,East of gridline K.,East of gridline **K**.,1.0,1.0,OpenAI GPT-5.3
Rinker_051-1,cnt1,footing_typology,counting_qa,How many footing typology are available on the spread footing schedule?,Seven (7) footing types,8 footing typologies.,0.0,0.0,OpenAI GPT-5.3
Rinker_051-1,cmp1,largest_footing_type,comparison_qa,Which footing type listed in the spread footing schedule has the largest dimensions?,"Footing type F10 (10'-0"" × 10'-0"").",F6.,0.0,0.0,OpenAI GPT-5.3
Rinker_051-1,cmp2,thick_footing_type,comparison_qa,Which footing type listed in the spread footing schedule has the largest thickness?,"Footing type F10 (10'-0"" × 10'-0"").",F7 (18 in. thickness).,0.0,0.0,OpenAI GPT-5.3
0000-0001,ocr1,read_area_text,ocr_qa,what is the size of the GARAGE on the left?,39.37 m²,The size of the GARAGE on the left is **39.37 m²**.,1.0,1.0,Amazon Nova 2 Lite v1
0000-0001,ocr2,read_area_text,ocr_qa,What is the area of the SALON and SEJOUR room in square meters?,47.19 m²,"The area of the SALON is **9.00 m²**, and the area of the SEJOUR room is **47.19 m²**.",0.0,0.0,Amazon Nova 2 Lite v1
0000-0001,sp1,adjacency,spatial_qa,Which room is directly connected to the GARAGE with an internal door?,The A. CUISINE,The room directly connected to the GARAGE with an internal door is the **ENTREE** (Entrance).,0.0,0.0,Amazon Nova 2 Lite v1
0000-0001,sp2,access_to_terrace,spatial_qa,Which room has an openable door to the TERRASSE?,The CUISINE,The **SALON** has an openable door to the TERRASSE.,0.0,0.0,Amazon Nova 2 Lite v1
0000-0001,cnt1,count_bedrooms,counting_qa,How many bedrooms are there on the floor plan?,Two (2) bedrooms,"The floor plan shows **2 bedrooms**. These are labeled as ""CHAMBRE 1"" and ""CHAMBRE 2.""",1.0,1.0,Amazon Nova 2 Lite v1
0000-0001,cnt2,count_windows,counting_qa,How many windows does Chambre 1 have on the floor plan?,One (1) window.,Chambre 1 has **3 windows** on the floor plan.,0.0,0.0,Amazon Nova 2 Lite v1
0000-0001,cmp1,largest_bedrooms,comparison_qa,Which bedroom [CHAMBRE] has the largest area?,Chambre 1,"**Chambre 1** has the largest area, with a size of **13.01 m²**.",1.0,1.0,Amazon Nova 2 Lite v1
0000-0001,cmp2,largest_room,comparison_qa,Which room has the largest area in m²?,Salon and Sejour,The **GARAGE** has the largest area at **39.37 m²**.,0.0,0.0,Amazon Nova 2 Lite v1
0000-0002,ocr1,read_area_text,ocr_qa,What is the area of the BAINS room in square meters?,5.90 m²,The area of the BAINS room is **5.90 m²**.,1.0,1.0,Amazon Nova 2 Lite v1
0000-0002,sp1,read_room_label,spatial_qa,Which room is directly connected with SEJOUR without an internal door?,The CUISINE,The room directly connected to **SEJOUR** without an internal door is the **TERRASSE**.,0.0,0.0,Amazon Nova 2 Lite v1
0000-0002,sp2,adjacency,spatial_qa,Which room is directly connected to the GARAGE with an internal door?,The Lingerie,The room directly connected to the GARAGE with an internal door is the **SALON**.,0.0,0.0,Amazon Nova 2 Lite v1
0000-0002,cnt1,count_bedrooms,counting_qa,How many bedrooms are available on the floor plan?,Three (3) bedrooms.,"The floor plan shows **3 bedrooms** labeled as ""CHAMBRE 1,"" ""CHAMBRE 2,"" and ""CHAMBRE 3.""",1.0,1.0,Amazon Nova 2 Lite v1
0000-0002,cnt2,access_doors,counting_qa,How many doors give access to the LINGERIE room?,Three (3) doors.,The LINGERIE room has **2 doors** that provide access to it.,0.0,0.0,Amazon Nova 2 Lite v1
0000-0002,cmp1,largest_bedrooms,comparison_qa,Which bedroom [CHAMBRE] has the largest area?,Chambre 1,"**Chambre 1** has the largest area, with a size of **11.01 m²**.",1.0,1.0,Amazon Nova 2 Lite v1
0000-0002,cmp2,largest_room,comparison_qa,Which room has the second largest area?,Garage,"The **SEJOUR** has the second largest area, with a size of **30.67 m²**.",0.0,0.0,Amazon Nova 2 Lite v1
0000-0002,cmp3,access_to_terrace,comparison_qa,Which bedroom is most close to the ABRI?,CHAMBRE 3,The bedroom most close to the ABRI is **Chambre 3**.,1.0,1.0,Amazon Nova 2 Lite v1
0000-0004,ocr1,read_room_label,ocr_qa,What is the area of the small TOILET between the CHAMBRE 1 and the CHAMBRE 2?,2.70 m²,The area of the small TOILET between the CHAMBRE 1 and the CHAMBRE 2 is **2.70 m²**.,1.0,1.0,Amazon Nova 2 Lite v1
0000-0004,ocr2,read_area_text,ocr_qa,What is the area of the Chambre 2 in square meters?,11.63 m²,The area of Chambre 2 is **11.63 m²**.,1.0,1.0,Amazon Nova 2 Lite v1
0000-0004,sp1,adjacency,spatial_qa,Which room is directly connected to the GARAGE with an internal door?,The A. CUISINE and the ABRI VOITURE.,The room directly connected to the GARAGE with an internal door is the **VESTI**.,0.0,0.0,Amazon Nova 2 Lite v1
